text,label
Is this pull request going to be reissued and added in a future release,0
Subsumed by another fix,0
Contributor Agreement signed change pulled into master,0
Add SERVER 7800 to commit message 2bfd087b2a7a095279ad75bc90d3722edd55d126,0
However I think the concept of const iterator is sufficiently well known in C that you could omit this comment,0
It is more work to determine which collection to lock and this line is hit rarely if at all,0
I have an alternate patch that leaves the current implementation for all platforms but Linux if there is opposition to using the monotonic time syscalls,0
Go for it,0
Looks like you need to install pymongo the python mongodb driver,0
Instructions on how to do that are available here,0
Small typo here unauthenteicated unauthenticated,0
obj name Double is the canonical method,0
thanks would work either way but i have a slight preference to by value,0
I will reissue all my pull requests rebased to try to prevent this piling on effect,0
Thanks Indeed the shim was needed Sorry for not paying close attention,0
Hi Abhijit This looks better than than 425 but I see some style issues Tabs for indentation Misaligned indent perhaps due to above,0
Please fix per our kernel style guide,0
You can make it easy to see these in git as follows,0
Again default to None,0
Would this feature not also be useful as well in mongodump,0
Hi Does this work without numactl installed,0
iI means with that specific word it has several spaces which I imagine will break stuff It should probably have been on a new line,0
erh Sorry I meant that I have only relaxed it for trim aka slice which by my definition states that it will always be evaluated after any other modifier So it is backwards compatible,0
Sorry about that I was in a rush to get this done as part of a presentation and must have missed the agreement instructions Signed and confirmed,0
okay will rebranch it again and put the link,0
see coding styleif else,0
I concur So for now I will leave this as is,0
The code as written is correct I think your new code will cause a crash,0
Could you please fix the whitespace error on line 233 of string data test cpp,0
erh What do you think of the redis implementation of TTL redis io commands expire,0
Hi MichaelBrenden thanks for opening up this pull request Before we can take a look to consider merging,0
thanks just pushed an attempted fix,0
Thanks I will submit a fix to master for this shortly,0
should line up with the first from above,0
Right I just used the same types of casts as were there before Nested reinterpreted casts statements will look quite weird,0
should we enable this now,0
strncpy is problematic because it is easy to mess up and not 0 terminate the destination strcpy,0
it makes sure the src length is less than the size of the destination buffer,0
what s timeout value you set in your system,0
andy10gen original behaviour was to call abort if check failed,0
Would be good to write a test before we merge this in,0
Okay I moved the logic to the if statement,0
Does this have any benefit to the shell users,0
why does this test need to load this it should not be calling this method,0
Hi Thanks for pointing this out We re determining the best course of action and will address this issue in an upcoming,0
I see Can you make a feature request and link this pull request,0
40708e54a41f833933d748383d563cf7c9092744 applies your commit sorry for the wait Thank you for contributing,0
regex patterns must have BSON regex or string type,0
There is already a fix in mongodb repository,0
this pull request can be closed,0
IanWhalen I noticed this was lingering so I rebased it atop master I had hoped it was trivial enough to merge through GitHub,0
should I open a codereview issue on it,0
Another 1 on this Very helpful Thanks,0
ubuntu 10 04 users can use init version without any problem,0
If a change solve many problems for 99 of users and change behavior for 1 of them because there is a workaround I think this is a saving change,0
Put the space in please,0
Anything holding this back,0
OK Matt Done,0
No your reasoning makes sense I don t recall if the shell supports CTRL R for searching the history but if it ever does users would be surprised not to be able to search for their quit command,0
Ability to remove stale entries in fs files would be very useful,0
Hi Benedikt Two months have passed since our last discussion so I am closing this pull request due to inactivity,0
If you would like to resume work on this please sign the contributor agreement,0
tests look reasonable to me but hard to tell for sure w o running them since they seem more descriptive than prescriptive,0
I guess it doesn t make sense to print buf if it got truncated So that part seems fine to me,0
what s wrong with assert it works doesnt it,0
Review it to know it it was sitting on tracker for weeks,0
Fix a server crash and small issue related to casting Blink,0
Awesome Shauren keep up the good work,0
It s not working so stop saying that,0
this shouldnt be here got some work to move it to the right place,0
Target param here is wrong fix incoming,0
Possible to have the list of tweaks Need to try compilation under OS X,0
you have to multiply the currency amount 100,0
This is not fixing anything it s just a cleanup and a favor for devs,0
achiavelli fix you commit trouble eye,0
Attach crashlog pls I compile under x64 Ubuntu,0
I also have doubts about this not only creatures can be vehicles players can too In fact IsVehicle is member of Unit class,0
does it fix these short client freezes,0
You are right expire bonus fixed,0
Why capital version of x,0
great work,0
Yes and it froze my character,0
Not the client only the character,0
He stopped attacking and my greater healing aura 1908 stop working but I still got attacked,0
Patch updated minor code style cleanup,0
hmm I have issue in my server when server crashes or players net or client game crashes,0
Hm I just copied and pasted it and then tested ingame and all worked fine Maybe just an display formatting mistake,0
mhm works for all ranks Black Ice,0
why convert you not in creature text,0
avalable available think,0
It will make no difference,0
indeed you are right,0
is the newest rev still unstable,0
This dosent fix anything same issue remain,0
No need a git rebase i would be fine,0
Could not find the file in MaNGOS s sourcetree Aokromes pointed it out,0
will be fixed tomorrow,0
read also patch info,0
i have to leave so ill fix that later,0
I wanna be like A Methaphysical Drama spells always are like a new world to discover for me,0
Just wondering why you call it attempt didnt you test it yourself,0
You are assuming that AHBot will use a Player account even if it is generated in runtime,0
That wont happen not at least by my hand,0
Stupid question this does nothing about the interrupt visual that mobs that channel possess when interrupted correct,0
diavolb your comment is useless without crashlog,0
Forms again began to freez druids shadow priest sorry my bad english,0
wtf form is freezing fix please,0
No luck some freezes remains,0
This commit is wrong unless you are comming from future,0
you can try to solve this issue and remove this hack Pall spells with this problem are channeled spell,0
This is wrong The slow attack effects will stack if you remove this rule,0
tested fixed the problem,0
Just checking in anything that needs fixing,0
Also did some more hungarian notation cleanup when I noticed it charminfo mostly,0
These 3 ifs can be replaced with if icewall,0
remove the empty line,0
remove the last comma,0
if you really wanna contribute create pull requests,0
